ph,temperature,humidity,altitude,rainfall,N,P,K,label
5.79,24.52,44.42,824,955.38,70,27,37,Elderberries
6.5,18.1,50.45,560,838.6,108,32,98,Elderberries
5.71,21.72,55.15,255,750.11,95,32,60,Elderberries
6.0,13.31,61.58,824,781.6,91,24,119,Elderberries
6.39,22.19,52.3,689,563.08,87,38,83,Elderberries
5.68,21.94,57.47,812,633.66,97,32,76,Elderberries
6.66,24.96,48.48,488,633.66,77,36,75,Elderberries
6.84,23.12,69.85,1410,704.07,107,26,114,Elderberries
6.55,15.37,51.11,674,839.8,66,21,81,Elderberries
5.76,12.98,40.19,550,705.91,63,29,98,Elderberries
5.82,23.49,67.46,1429,631.08,104,20,33,Elderberries
6.3,14.29,52.37,206,916.85,75,38,69,Elderberries
5.67,16.69,44.81,913,880.91,107,25,63,Elderberries
6.28,17.84,46.96,585,783.0,85,25,73,Elderberries
6.88,18.33,64.49,647,986.76,114,22,33,Elderberries
5.71,16.71,50.05,95,620.87,53,22,94,Elderberries
6.9,12.96,46.87,468,563.08,74,34,104,Elderberries
6.18,14.21,43.21,362,790.54,101,29,89,Elderberries
5.73,23.68,53.2,936,540.3,83,22,83,Elderberries
6.59,13.49,47.51,245,842.55,99,32,97,Elderberries
5.63,22.26,44.33,261,703.3,65,38,64,Elderberries
6.88,13.49,51.73,488,924.03,51,32,40,Elderberries
5.88,12.68,40.9,655,579.36,91,26,69,Elderberries
6.52,19.69,65.2,645,769.89,74,27,76,Elderberries
5.76,18.27,55.45,723,727.19,63,27,117,Elderberries
6.88,21.51,45.3,568,939.55,78,22,117,Elderberries
6.92,17.04,48.11,206,504.8,95,27,55,Elderberries
6.47,24.49,50.45,602,669.71,100,34,98,Elderberries
5.9,17.34,40.02,442,885.27,104,31,98,Elderberries
6.84,20.15,68.56,488,907.86,105,31,73,Elderberries
6.16,14.52,43.12,936,722.8,83,40,73,Elderberries
5.67,21.94,52.61,685,750.11,63,29,107,Elderberries
6.0,14.61,60.77,521,942.39,97,36,107,Elderberries
6.15,12.63,60.43,626,866.44,110,21,108,Elderberries
6.28,16.71,55.64,1373,566.77,90,34,34,Elderberries
6.49,13.31,44.99,1373,720.01,63,26,83,Elderberries
6.94,21.49,50.28,1451,888.26,106,25,89,Elderberries
5.85,24.58,55.94,936,977.54,110,26,98,Elderberries
6.12,12.63,55.07,1276,515.15,41,29,35,Elderberries
5.82,13.66,44.42,560,683.98,97,21,60,Elderberries
6.0,15.14,58.75,140,716.42,92,32,55,Elderberries
6.05,18.92,47.41,525,952.3,63,26,37,Elderberries
5.85,15.67,58.04,979,727.08,47,23,79,Elderberries
6.29,13.95,53.48,1251,952.3,52,33,73,Elderberries
6.49,15.81,47.43,751,890.53,55,26,105,Elderberries
5.82,21.01,51.73,655,678.61,48,30,98,Elderberries
5.7,20.06,68.24,338,818.99,118,25,35,Elderberries
5.81,14.08,61.58,221,652.85,89,34,112,Elderberries
6.66,16.98,44.99,258,876.61,86,24,41,Elderberries
5.82,21.19,55.72,901,656.75,78,39,94,Elderberries
6.32,24.49,66.22,685,896.46,61,22,35,Elderberries
5.82,22.26,55.79,798,715.01,77,22,93,Elderberries
6.28,17.34,69.9,568,784.6,86,38,116,Elderberries
6.69,22.21,44.92,1484,536.26,83,39,99,Elderberries
6.44,17.91,57.24,196,645.27,74,32,109,Elderberries
6.04,22.51,47.44,907,384.31,92,36,95,Fenugreek (Methi)
6.98,17.15,43.46,1252,327.33,88,22,87,Fenugreek (Methi)
6.48,23.71,51.38,626,438.88,81,30,70,Fenugreek (Methi)
6.66,17.19,44.95,591,460.53,68,39,94,Fenugreek (Methi)
6.89,23.21,43.12,145,379.22,87,34,83,Fenugreek (Methi)
6.54,24.37,43.11,378,490.32,79,24,71,Fenugreek (Methi)
6.32,23.42,45.22,252,352.55,99,22,76,Fenugreek (Methi)
6.59,23.67,47.44,1403,321.2,93,39,64,Fenugreek (Methi)
6.25,17.25,47.6,847,331.33,86,24,97,Fenugreek (Methi)
6.54,22.52,54.5,626,438.88,79,37,83,Fenugreek (Methi)
6.45,16.91,49.1,96,342.05,69,20,83,Fenugreek (Methi)
6.99,19.83,54.5,1357,490.5,86,28,71,Fenugreek (Methi)
6.5,23.67,49.44,1159,315.21,81,23,99,Fenugreek (Methi)
6.24,18.9,55.65,523,332.34,89,23,73,Fenugreek (Methi)
6.31,16.92,54.35,818,377.89,92,38,79,Fenugreek (Methi)
6.99,18.88,54.67,437,454.75,87,20,67,Fenugreek (Methi)
6.86,15.94,52.34,160,304.43,86,20,84,Fenugreek (Methi)
6.66,18.37,55.74,1251,327.33,73,24,98,Fenugreek (Methi)
6.78,19.93,50.25,890,385.11,62,22,94,Fenugreek (Methi)
6.39,21.05,47.15,543,346.74,61,37,83,Fenugreek (Methi)
6.64,24.19,56.04,642,309.46,65,36,79,Fenugreek (Methi)
6.55,21.66,48.92,1403,423.25,72,33,93,Fenugreek (Methi)
6.16,20.67,40.25,889,308.91,94,20,79,Fenugreek (Methi)
6.16,16.41,55.74,1258,327.33,63,32,94,Fenugreek (Methi)
6.93,18.32,54.87,888,479.19,66,35,72,Fenugreek (Methi)
6.79,18.6,54.5,220,392.7,86,34,77,Fenugreek (Methi)
6.44,17.19,56.13,289,366.33,74,36,83,Fenugreek (Methi)
6.94,22.52,54.78,484,358.13,82,37,62,Fenugreek (Methi)
6.01,18.9,52.71,1332,400.73,73,35,100,Fenugreek (Methi)
6.99,24.44,48.94,907,469.97,80,23,84,Fenugreek (Methi)
6.66,16.33,59.92,1267,309.14,98,37,68,Fenugreek (Methi)
6.39,22.12,48.47,829,447.54,81,39,96,Fenugreek (Methi)
6.26,16.41,55.31,122,469.95,75,23,83,Fenugreek (Methi)
6.01,18.91,55.4,676,350.07,88,36,90,Fenugreek (Methi)
6.45,19.44,56.77,1196,474.48,75,34,80,Fenugreek (Methi)
6.86,16.17,53.43,699,317.03,99,39,68,Fenugreek (Methi)
6.2,20.74,55.93,500,473.32,82,38,73,Fenugreek (Methi)
6.65,23.81,43.76,234,338.11,88,24,88,Fenugreek (Methi)
6.78,18.61,44.46,395,317.98,77,27,83,Fenugreek (Methi)
6.79,21.17,44.85,1428,313.08,94,20,72,Fenugreek (Methi)
6.64,16.41,57.18,688,484.85,83,20,87,Fenugreek (Methi)
6.89,18.61,50.78,697,412.37,73,38,71,Fenugreek (Methi)
6.99,24.04,40.28,1467,381.79,62,33,83,Fenugreek (Methi)
6.33,20.7,55.4,404,301.68,86,26,95,Fenugreek (Methi)
6.26,17.67,53.35,313,350.17,88,23,81,Fenugreek (Methi)
6.34,24.46,57.49,1379,412.37,62,34,93,Fenugreek (Methi)
6.97,15.03,48.38,1419,317.03,82,23,66,Fenugreek (Methi)
6.55,22.3,45.49,329,456.49,96,35,60,Fenugreek (Methi)
6.34,18.14,53.91,1021,424.9,96,35,83,Fenugreek (Methi)
6.35,17.22,51.94,580,421.06,94,26,69,Fenugreek (Methi)
6.21,23.51,56.47,500,335.28,94,27,87,Fenugreek (Methi)
6.55,17.19,53.92,1369,399.17,85,33,68,Fenugreek (Methi)
6.39,18.77,47.53,1395,474.0,89,30,62,Fenugreek (Methi)
6.31,21.6,55.06,1385,347.2,68,39,95,Fenugreek (Methi)
6.64,21.17,56.12,818,469.95,75,22,92,Fenugreek (Methi)
6.78,16.15,51.56,122,497.11,75,35,82,Fenugreek (Methi)
6.81,19.97,40.28,154,436.08,67,24,83,Fenugreek (Methi)
6.05,23.8,59.92,1005,417.74,87,21,86,Fenugreek (Methi)
6.56,20.78,48.34,154,308.91,68,21,73,Fenugreek (Methi)
6.25,16.96,43.17,523,392.7,100,36,95,Fenugreek (Methi)
6.53,23.43,53.87,751,383.21,62,26,78,Fenugreek (Methi)
6.3,16.18,56.13,830,454.34,60,35,70,Fenugreek (Methi)
6.47,21.11,57.68,182,354.26,71,40,63,Fenugreek (Methi)
6.28,19.85,59.8,573,375.12,74,24,75,Fenugreek (Methi)
6.47,18.77,59.21,770,457.65,99,33,74,Fenugreek (Methi)
6.64,24.87,51.52,208,390.67,96,35,94,Fenugreek (Methi)
6.2,15.83,51.82,1252,444.56,88,40,77,Fenugreek (Methi)
6.03,22.51,40.28,1292,491.66,93,31,85,Fenugreek (Methi)
6.5,22.54,49.64,1363,460.53,98,40,92,Fenugreek (Methi)
6.99,23.7,49.66,613,383.47,77,36,75,Fenugreek (Methi)
6.22,16.74,41.06,757,347.24,63,39,93,Fenugreek (Methi)
6.17,23.16,59.13,252,469.97,68,39,73,Fenugreek (Methi)
6.16,21.02,56.72,165,428.56,86,39,87,Fenugreek (Methi)
6.54,21.57,49.66,1028,458.96,71,20,78,Fenugreek (Methi)
6.72,15.83,41.59,650,429.05,98,34,95,Fenugreek (Methi)
6.6,21.63,48.34,872,384.19,70,34,92,Fenugreek (Methi)
6.12,21.17,44.62,890,449.69,94,30,98,Fenugreek (Methi)
6.69,15.49,47.15,203,366.31,92,27,77,Fenugreek (Methi)
6.93,21.86,41.06,381,318.03,76,21,82,Fenugreek (Methi)
6.24,17.22,43.12,984,459.02,93,31,72,Fenugreek (Methi)
6.22,24.87,40.92,1040,358.13,99,24,77,Fenugreek (Methi)
6.37,17.63,41.69,1437,347.24,73,37,79,Fenugreek (Methi)
6.64,19.44,40.78,727,330.46,86,23,98,Fenugreek (Methi)
6.08,23.97,55.74,136,479.11,92,29,78,Fenugreek (Methi)
6.76,22.06,52.01,349,338.02,66,23,65,Fenugreek (Methi)
6.42,16.96,40.25,1465,407.61,83,25,84,Fenugreek (Methi)
6.3,17.92,49.02,404,328.18,83,27,75,Fenugreek (Methi)
6.98,23.16,59.92,301,358.13,82,32,80,Fenugreek (Methi)
6.32,18.77,43.11,154,371.95,89,23,92,Fenugreek (Methi)
6.53,15.41,41.05,332,304.43,90,24,92,Fenugreek (Methi)
6.64,18.0,58.14,818,305.14,75,36,80,Fenugreek (Methi)
6.91,24.38,56.77,933,490.5,93,24,90,Fenugreek (Methi)
6.55,25.0,55.23,218,396.8,99,36,82,Fenugreek (Methi)
6.55,22.28,42.75,313,372.37,82,33,94,Fenugreek (Methi)
6.66,20.74,50.5,799,407.61,85,26,67,Fenugreek (Methi)
6.41,22.32,50.5,572,383.92,72,23,92,Fenugreek (Methi)
6.99,19.1,48.38,613,383.92,89,28,79,Fenugreek (Methi)
6.27,19.1,49.28,689,460.53,94,23,79,Fenugreek (Methi)
6.5,18.6,42.73,830,335.28,96,23,81,Fenugreek (Methi)
6.15,16.48,48.07,799,481.85,78,34,95,Fenugreek (Methi)
6.24,19.93,53.87,1028,385.72,73,29,100,Fenugreek (Methi)
6.31,23.56,48.34,1455,392.21,88,40,80,Fenugreek (Methi)
6.33,24.19,44.85,165,496.27,64,38,98,Fenugreek (Methi)
6.09,22.11,47.72,313,346.89,90,33,60,Fenugreek (Methi)
6.34,24.77,47.53,1123,325.54,66,39,64,Fenugreek (Methi)
6.24,23.81,58.61,154,330.22,71,24,61,Fenugreek (Methi)
6.27,16.24,45.58,1292,374.06,89,35,87,Fenugreek (Methi)
6.32,19.66,47.6,699,339.82,75,23,79,Fenugreek (Methi)
6.74,24.19,53.87,1380,428.34,65,23,78,Fenugreek (Methi)
6.19,16.37,40.78,751,474.05,68,23,96,Fenugreek (Methi)
6.2,23.79,55.97,790,320.75,91,32,83,Fenugreek (Methi)
6.81,24.78,56.12,847,392.7,78,34,76,Fenugreek (Methi)
6.92,20.31,50.78,770,374.06,77,37,70,Fenugreek (Methi)
6.07,23.19,52.11,336,476.84,79,39,83,Fenugreek (Methi)
6.76,20.7,42.12,1153,480.36,72,35,75,Fenugreek (Methi)
6.31,24.95,49.1,627,469.97,86,36,64,Fenugreek (Methi)
6.58,21.37,48.03,323,452.88,80,24,82,Fenugreek (Methi)
6.41,17.6,55.81,1324,498.05,96,32,77,Fenugreek (Methi)
6.1,15.94,50.4,486,406.81,86,25,84,Fenugreek (Methi)
6.2,16.44,50.32,633,488.17,81,36,99,Fenugreek (Methi)
6.55,23.03,48.06,621,314.39,74,30,87,Fenugreek (Methi)
6.94,17.25,54.78,1004,399.17,65,26,83,Fenugreek (Methi)
6.53,20.43,58.05,220,474.35,88,23,94,Fenugreek (Methi)
6.55,18.54,58.05,488,413.03,90,26,99,Fenugreek (Methi)
6.22,16.53,54.23,1437,342.97,71,23,82,Fenugreek (Methi)
6.03,20.08,55.31,295,332.34,94,25,83,Fenugreek (Methi)
6.99,19.03,48.07,254,449.69,83,25,68,Fenugreek (Methi)
6.27,19.85,52.34,889,315.21,74,32,74,Fenugreek (Methi)
6.99,20.11,49.02,1005,497.08,87,23,93,Fenugreek (Methi)
6.47,17.23,59.21,371,438.88,96,27,93,Fenugreek (Methi)
6.02,16.24,43.13,633,396.8,88,34,83,Fenugreek (Methi)
6.35,15.03,53.43,1313,346.74,85,25,70,Fenugreek (Methi)
6.26,22.18,43.11,1414,429.05,71,24,60,Fenugreek (Methi)
6.46,21.63,59.65,1330,327.33,98,34,94,Fenugreek (Methi)
6.41,18.77,43.11,751,357.69,90,33,65,Fenugreek (Methi)
6.63,22.18,44.94,198,347.24,69,40,61,Fenugreek (Methi)
6.91,22.76,53.93,916,454.34,86,24,76,Fenugreek (Methi)
6.05,21.6,50.5,1403,464.57,63,38,67,Fenugreek (Methi)
6.28,15.1,43.46,1490,490.5,94,24,82,Fenugreek (Methi)
6.93,16.6,52.65,305,379.27,80,26,98,Fenugreek (Methi)
6.38,21.05,40.86,395,398.42,73,26,63,Fenugreek (Methi)
6.13,17.37,51.31,1403,444.56,98,23,99,Fenugreek (Methi)
6.41,21.37,53.73,295,338.11,94,21,63,Fenugreek (Methi)
6.44,24.44,54.46,872,306.38,68,39,83,Fenugreek (Methi)
6.93,18.88,48.94,716,469.97,81,39,92,Fenugreek (Methi)
6.61,21.11,43.05,435,360.59,94,20,99,Fenugreek (Methi)
6.26,19.81,58.05,710,469.97,69,25,98,Fenugreek (Methi)
6.1,16.44,49.26,770,481.53,69,33,80,Fenugreek (Methi)
6.24,18.01,43.72,104,371.95,67,34,78,Fenugreek (Methi)
6.47,20.8,48.03,371,394.4,87,21,67,Fenugreek (Methi)
6.67,19.1,53.87,349,498.05,96,39,63,Fenugreek (Methi)
6.58,23.81,46.14,782,393.63,66,26,74,Fenugreek (Methi)
6.26,18.96,40.84,699,375.12,89,21,71,Fenugreek (Methi)
6.69,21.35,58.04,356,359.33,65,31,76,Fenugreek (Methi)
6.98,18.6,47.56,1053,328.18,68,25,92,Fenugreek (Methi)
6.6,16.33,47.56,1053,460.53,76,21,76,Fenugreek (Methi)
6.46,18.37,58.59,206,378.86,61,36,90,Fenugreek (Methi)
6.98,16.74,43.12,96,360.59,79,20,75,Fenugreek (Methi)
6.62,17.09,47.56,289,429.05,77,29,82,Fenugreek (Methi)
6.46,22.62,47.6,1339,331.95,89,39,68,Fenugreek (Methi)
6.63,18.76,58.05,419,314.99,93,32,69,Fenugreek (Methi)
6.03,15.94,41.93,419,305.14,76,35,84,Fenugreek (Methi)
6.39,16.71,43.76,1379,481.02,61,39,71,Fenugreek (Methi)
6.41,24.95,49.66,201,388.88,81,24,74,Fenugreek (Methi)
6.31,18.6,40.84,829,435.7,94,32,74,Fenugreek (Methi)
6.63,18.77,42.12,748,322.54,89,20,84,Fenugreek (Methi)
6.26,23.62,41.49,141,314.39,74,32,100,Fenugreek (Methi)
6.74,21.88,47.56,1339,400.73,98,23,69,Fenugreek (Methi)
6.64,18.42,51.38,907,444.56,69,23,65,Fenugreek (Methi)
6.81,20.7,54.78,1034,313.08,64,23,79,Fenugreek (Methi)
6.4,21.86,44.69,1403,375.13,66,23,78,Fenugreek (Methi)
6.89,17.15,50.3,139,497.11,91,35,86,Fenugreek (Methi)
6.02,23.59,47.22,1437,485.15,65,39,100,Fenugreek (Methi)
6.44,24.38,54.78,697,413.03,92,34,73,Fenugreek (Methi)
6.21,20.7,52.61,429,342.05,62,24,72,Fenugreek (Methi)
6.66,23.16,43.76,1357,392.21,65,39,98,Fenugreek (Methi)
6.45,22.45,49.83,1369,383.92,81,39,87,Fenugreek (Methi)
6.31,22.76,47.44,748,431.18,92,32,72,Fenugreek (Methi)
6.33,22.33,58.05,1258,317.03,76,32,87,Fenugreek (Methi)
6.99,19.39,40.92,1040,344.72,67,39,79,Fenugreek (Methi)
6.44,19.97,52.65,313,413.03,93,24,94,Fenugreek (Methi)
6.56,17.23,49.83,1005,428.56,99,24,78,Fenugreek (Methi)
6.33,15.36,44.62,189,335.28,99,32,60,Fenugreek (Methi)
6.55,24.1,55.66,665,424.9,78,30,84,Fenugreek (Methi)
6.26,21.73,55.11,874,399.17,66,25,84,Fenugreek (Methi)
6.63,23.42,58.05,484,315.21,91,33,69,Fenugreek (Methi)
6.56,15.41,41.05,748,383.21,91,32,63,Fenugreek (Methi)
6.97,21.21,42.79,1021,457.65,74,40,90,Fenugreek (Methi)
6.08,16.47,47.32,830,394.4,93,21,73,Fenugreek (Methi)
6.73,20.08,40.86,621,309.14,84,40,78,Fenugreek (Methi)
6.05,17.19,46.78,1401,428.34,83,39,60,Fenugreek (Methi)
6.67,22.32,49.88,1433,325.54,76,35,77,Fenugreek (Methi)
6.32,23.97,58.28,530,357.69,81,23,78,Fenugreek (Methi)
6.33,22.45,52.65,1034,313.58,84,21,88,Fenugreek (Methi)
6.79,22.11,45.7,1357,392.7,73,32,87,Fenugreek (Methi)
6.46,17.15,58.14,1014,314.39,82,25,84,Fenugreek (Methi)
6.59,21.66,53.87,799,379.22,80,23,64,Fenugreek (Methi)
6.45,21.37,41.35,234,402.69,66,28,87,Fenugreek (Methi)
6.97,18.76,52.5,1267,402.69,65,35,96,Fenugreek (Methi)
6.29,23.56,40.28,721,410.58,80,23,72,Fenugreek (Methi)
6.22,19.39,44.46,1299,375.12,93,27,68,Fenugreek (Methi)
6.86,23.97,54.81,201,434.58,86,20,74,Fenugreek (Methi)
6.79,18.32,55.4,154,490.87,62,35,61,Fenugreek (Methi)
6.5,21.11,48.34,710,388.25,68,40,81,Fenugreek (Methi)
6.31,19.97,41.05,866,428.56,69,28,80,Fenugreek (Methi)
6.54,19.88,44.83,1258,350.07,66,32,96,Fenugreek (Methi)
6.28,16.48,43.2,751,383.47,96,39,92,Fenugreek (Methi)
6.42,21.37,43.12,218,330.46,92,25,84,Fenugreek (Methi)
6.02,23.19,57.18,313,327.33,98,32,64,Fenugreek (Methi)
6.11,21.92,56.52,1490,488.58,62,27,61,Fenugreek (Methi)
6.83,22.53,45.72,290,310.64,90,22,94,Fenugreek (Methi)
6.84,18.01,58.59,505,452.88,77,30,78,Fenugreek (Methi)
6.89,18.01,45.22,1204,479.7,69,26,94,Fenugreek (Methi)
6.03,19.44,56.47,1233,357.8,70,21,73,Fenugreek (Methi)
6.62,16.47,54.35,301,400.34,66,37,92,Fenugreek (Methi)
6.27,24.03,51.18,782,404.06,91,35,90,Fenugreek (Methi)
6.92,20.68,48.72,1196,358.33,72,24,79,Fenugreek (Methi)
6.45,17.15,43.76,1363,443.63,88,28,84,Fenugreek (Methi)
6.76,15.75,50.85,1437,390.67,65,31,68,Fenugreek (Methi)
6.91,18.61,49.83,1021,313.08,76,24,93,Fenugreek (Methi)
6.66,24.78,46.14,1292,497.08,85,26,82,Fenugreek (Methi)
6.5,19.77,51.64,1233,339.82,61,25,74,Fenugreek (Methi)
6.66,22.33,56.05,870,383.21,65,26,71,Fenugreek (Methi)
6.42,19.44,54.67,1490,346.89,69,39,70,Fenugreek (Methi)
6.2,22.52,58.28,688,400.34,68,32,60,Fenugreek (Methi)
6.41,15.12,42.36,252,306.38,86,38,94,Fenugreek (Methi)
6.75,23.43,44.78,1403,427.47,89,23,90,Fenugreek (Methi)
6.86,24.03,48.94,642,459.71,90,24,79,Fenugreek (Methi)
6.98,18.01,56.96,1267,431.18,87,36,66,Fenugreek (Methi)
6.44,21.81,49.37,1401,436.08,96,20,81,Fenugreek (Methi)
6.64,17.09,42.1,1145,359.33,93,36,70,Fenugreek (Methi)
6.3,21.11,53.73,1196,310.64,93,23,83,Fenugreek (Methi)
6.72,19.85,56.94,627,308.91,85,23,83,Fenugreek (Methi)
6.51,18.0,55.81,757,383.21,81,30,67,Fenugreek (Methi)
6.42,24.77,43.46,1238,413.03,71,23,70,Fenugreek (Methi)
6.3,17.98,56.52,208,332.34,88,37,64,Fenugreek (Methi)
6.16,23.16,41.49,1075,308.91,61,24,95,Fenugreek (Methi)
6.81,24.1,43.13,140,381.79,91,40,76,Fenugreek (Methi)
6.74,18.52,52.65,290,400.73,83,36,78,Fenugreek (Methi)
6.02,22.54,43.17,1028,314.44,86,38,88,Fenugreek (Methi)
6.45,24.03,40.92,141,371.85,91,24,69,Fenugreek (Methi)
6.86,23.71,58.14,1467,392.08,70,35,95,Fenugreek (Methi)
6.26,22.52,58.28,208,364.5,72,24,96,Fenugreek (Methi)
6.0,19.83,51.82,613,396.8,86,23,83,Fenugreek (Methi)
6.3,16.52,51.18,1334,481.85,79,32,79,Fenugreek (Methi)
6.45,18.0,59.92,107,317.98,89,39,60,Fenugreek (Methi)
6.75,19.44,58.79,1394,317.56,90,39,67,Fenugreek (Methi)
6.02,16.15,43.62,371,450.6,92,28,63,Fenugreek (Methi)
6.45,21.35,47.99,650,375.12,90,25,65,Fenugreek (Methi)
6.42,24.95,50.4,665,388.88,72,29,88,Fenugreek (Methi)
6.74,24.19,42.1,1123,366.31,74,34,84,Fenugreek (Methi)
6.75,18.77,50.32,638,331.95,85,20,90,Fenugreek (Methi)
6.16,15.94,58.04,301,359.33,96,21,88,Fenugreek (Methi)
6.06,18.52,56.77,378,383.21,98,20,82,Fenugreek (Methi)
6.45,18.6,59.13,1339,310.64,98,37,76,Fenugreek (Methi)
6.93,15.58,40.39,877,474.35,88,28,88,Fenugreek (Methi)
6.63,23.97,55.97,1455,317.03,65,36,83,Fenugreek (Methi)
6.45,19.93,44.67,352,360.24,98,34,83,Fenugreek (Methi)
6.66,18.45,49.37,1005,392.21,84,23,84,Fenugreek (Methi)
6.81,23.65,54.81,1467,339.82,96,34,81,Fenugreek (Methi)
6.75,15.03,56.72,201,338.07,92,38,67,Fenugreek (Methi)
6.63,16.47,56.13,1357,380.62,98,22,83,Fenugreek (Methi)
6.78,17.23,58.05,220,469.97,64,36,87,Fenugreek (Methi)
6.75,16.19,44.94,1115,354.05,81,36,75,Fenugreek (Methi)
6.15,20.5,51.18,621,357.69,98,32,81,Fenugreek (Methi)
6.11,21.73,49.37,916,314.44,68,24,90,Fenugreek (Methi)
6.81,18.42,48.99,218,315.21,77,32,71,Fenugreek (Methi)
6.2,18.61,54.46,613,309.46,63,21,83,Fenugreek (Methi)
6.92,17.71,44.22,530,305.14,65,36,87,Fenugreek (Methi)
6.2,16.96,45.49,699,400.34,68,40,87,Fenugreek (Methi)
6.75,17.09,56.07,782,392.08,60,22,87,Fenugreek (Methi)
6.93,17.48,56.94,305,400.73,87,39,77,Fenugreek (Methi)
6.32,21.02,42.75,352,331.95,68,22,87,Fenugreek (Methi)
6.71,16.53,44.94,323,438.88,86,30,67,Fenugreek (Methi)
6.02,20.82,48.92,1401,306.38,70,29,60,Fenugreek (Methi)
6.07,18.01,44.46,1004,426.26,74,21,77,Fenugreek (Methi)
6.51,19.16,56.07,107,392.7,87,27,92,Fenugreek (Methi)
6.27,23.97,44.95,751,434.58,65,27,94,Fenugreek (Methi)
6.33,20.5,42.1,688,468.54,86,34,78,Fenugreek (Methi)
6.66,25.0,54.35,877,370.8,73,32,65,Fenugreek (Methi)
6.43,19.77,45.84,1334,308.91,87,29,88,Fenugreek (Methi)
6.3,21.92,41.59,220,360.24,72,32,64,Fenugreek (Methi)
6.94,22.06,48.07,1196,474.08,96,34,81,Fenugreek (Methi)
6.29,15.12,48.38,1433,332.45,94,39,87,Fenugreek (Methi)
6.19,18.0,52.65,145,438.12,92,31,92,Fenugreek (Methi)
6.05,17.19,50.3,139,424.9,61,23,81,Fenugreek (Methi)
6.04,15.41,44.22,451,420.74,86,39,61,Fenugreek (Methi)
6.98,19.1,54.81,872,459.02,88,24,60,Fenugreek (Methi)
6.97,16.71,57.49,395,429.05,87,22,65,Fenugreek (Methi)
6.66,21.37,48.03,1412,398.42,66,32,94,Fenugreek (Methi)
6.76,21.92,44.22,1490,381.79,80,40,63,Fenugreek (Methi)
6.15,15.1,59.8,313,374.06,71,35,68,Fenugreek (Methi)
6.63,15.4,54.35,352,304.17,71,25,67,Fenugreek (Methi)
6.03,22.3,40.39,1123,394.4,87,34,83,Fenugreek (Methi)
6.86,18.14,44.22,484,330.22,72,35,82,Fenugreek (Methi)
6.83,19.85,57.68,135,342.97,87,32,88,Fenugreek (Methi)
6.03,17.48,53.93,689,476.84,79,32,71,Fenugreek (Methi)
6.43,15.1,44.69,104,379.27,92,32,99,Fenugreek (Methi)
6.53,22.34,46.78,1251,454.75,78,25,60,Fenugreek (Methi)
6.67,17.71,54.96,727,331.95,98,23,92,Fenugreek (Methi)
6.26,18.77,50.78,581,423.25,80,31,73,Fenugreek (Methi)
6.51,16.18,56.13,437,498.05,80,33,83,Fenugreek (Methi)
6.32,17.09,58.05,1441,308.91,94,33,63,Fenugreek (Methi)
6.54,19.39,50.32,206,310.64,92,35,68,Fenugreek (Methi)
6.52,16.41,56.07,1014,468.54,90,23,83,Fenugreek (Methi)
6.27,17.25,48.47,1251,409.48,77,35,94,Fenugreek (Methi)
6.0,24.44,55.47,336,377.89,69,40,93,Fenugreek (Methi)
6.71,23.56,46.72,648,314.39,62,37,98,Fenugreek (Methi)
6.76,19.16,54.66,530,431.18,68,38,99,Fenugreek (Methi)
6.86,21.17,40.57,1004,454.75,70,24,71,Fenugreek (Methi)
6.81,22.62,52.11,335,498.05,73,24,84,Fenugreek (Methi)
6.22,15.1,56.52,145,452.88,87,24,97,Fenugreek (Methi)
6.75,15.41,59.13,252,346.89,64,22,100,Fenugreek (Methi)
6.41,18.37,47.99,1467,429.35,68,33,73,Fenugreek (Methi)
6.54,18.11,53.87,1145,332.34,84,36,88,Fenugreek (Methi)
6.32,18.77,49.28,1251,392.08,65,24,83,Fenugreek (Methi)
6.67,17.23,53.35,1313,449.69,83,37,88,Fenugreek (Methi)
6.93,21.57,52.71,801,384.19,83,22,100,Fenugreek (Methi)
6.8,17.71,55.11,580,366.31,100,34,98,Fenugreek (Methi)
6.89,18.6,41.59,289,344.72,86,36,81,Fenugreek (Methi)
6.17,21.81,40.86,1251,317.03,70,31,83,Fenugreek (Methi)
6.16,17.34,50.4,145,364.5,87,25,84,Fenugreek (Methi)
6.25,15.42,54.78,642,371.95,66,26,76,Fenugreek (Methi)
6.54,17.65,41.49,1159,360.89,66,33,78,Fenugreek (Methi)
6.78,23.56,54.66,136,490.5,93,40,79,Fenugreek (Methi)
6.86,16.17,43.72,323,468.54,73,36,60,Fenugreek (Methi)
6.86,23.51,50.59,543,392.7,62,24,85,Fenugreek (Methi)
6.47,18.14,56.72,706,347.24,89,28,89,Fenugreek (Methi)
6.99,21.37,44.94,1292,474.0,89,29,96,Fenugreek (Methi)
6.05,23.16,53.87,1251,428.38,85,29,67,Fenugreek (Methi)
6.74,18.77,59.8,1385,359.33,79,39,100,Fenugreek (Methi)
6.75,23.71,58.16,799,428.38,94,29,94,Fenugreek (Methi)
6.63,24.34,51.56,727,416.29,99,38,74,Fenugreek (Methi)
6.32,17.67,48.06,642,468.54,74,24,71,Fenugreek (Methi)
6.61,15.83,43.17,501,309.14,77,24,83,Fenugreek (Methi)
6.5,24.78,47.04,220,484.85,99,34,82,Fenugreek (Methi)
6.49,18.6,54.29,451,347.2,88,24,83,Fenugreek (Methi)
6.54,18.52,45.22,1433,399.17,72,38,86,Fenugreek (Methi)
